BehaviorSpace results (NetLogo 3D 5.0.4),,,,,,,,,,,,,
/home/ouit-modelling4all/kkahn/models/kepler-36-experiment-300.nlogo3d,,,,,,,,,,,,,
section 2 of 3 of the kepler-36 experiments,,,,,,,,,,,,,
09/04/2013 09:49:34:747 +0100,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,
-50,50,-50,50,,,,,,,,,,
[run number],c-mean-anomaly,b-mass,c-semi-major-axis,b-semi-major-axis,b-mean-anomaly,c-logitude,b-logitude,c-mass,[step],[my-orbits-length] of the-kepler-36-c,[my-orbits-length] of the-kepler-36-b,orbits-ok,years-ok
528,300,2.49E+25,19530000,17560000,150,8,244,5.16E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164360 1164600 1164480 1163280 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
529,300,2.49E+25,19530000,17560000,150,8,150,4.52E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164480 1164660 1164480 1163520 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
530,300,2.49E+25,19530000,17560000,150,8,150,4.84E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164420 1164660 1164420 1163460 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
532,300,2.49E+25,19530000,17560000,150,145,240,4.52E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169580 1169340 1169100 1164900 1165140 1165200 993840],"""orbits-ok""","""years-ok"""
531,300,2.49E+25,19530000,17560000,150,8,150,5.16E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164360 1164600 1164480 1163280 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
533,300,2.49E+25,19530000,17560000,150,145,240,4.84E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169880 1169700 1169400 1164840 1165200 1165200 993840],"""orbits-ok""","""years-ok"""
534,300,2.49E+25,19530000,17560000,150,145,240,5.16E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1170240 1169940 1169700 1164900 1165140 1165260 993840],"""orbits-ok""","""years-ok"""
535,300,2.49E+25,19530000,17560000,150,145,244,4.52E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169580 1169340 1169100 1164900 1165140 1165200 993840],"""orbits-ok""","""years-ok"""
536,300,2.49E+25,19530000,17560000,150,145,244,4.84E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169880 1169700 1169400 1164840 1165200 1165200 993840],"""orbits-ok""","""years-ok"""
539,300,2.49E+25,19530000,17560000,150,145,150,4.84E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169880 1169700 1169400 1164840 1165200 1165200 993840],"""orbits-ok""","""years-ok"""
537,300,2.49E+25,19530000,17560000,150,145,244,5.16E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1170240 1169940 1169700 1164900 1165140 1165260 993840],"""orbits-ok""","""years-ok"""
538,300,2.49E+25,19530000,17560000,150,145,150,4.52E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169580 1169340 1169100 1164900 1165140 1165200 993840],"""orbits-ok""","""years-ok"""
540,300,2.49E+25,19530000,17560000,150,145,150,5.16E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1170240 1169940 1169700 1164900 1165140 1165260 993840],"""orbits-ok""","""years-ok"""
541,300,2.49E+25,19530000,17560000,145,5,240,4.52E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167420 1166580 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
542,300,2.49E+25,19530000,17560000,145,5,240,4.84E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167360 1166520 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
544,300,2.49E+25,19530000,17560000,145,5,244,4.52E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167420 1166580 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
543,300,2.49E+25,19530000,17560000,145,5,240,5.16E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167360 1167600 1167360 1166460 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
545,300,2.49E+25,19530000,17560000,145,5,244,4.84E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167360 1166520 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
546,300,2.49E+25,19530000,17560000,145,5,244,5.16E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167360 1167600 1167360 1166460 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
549,300,2.49E+25,19530000,17560000,145,5,150,5.16E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167360 1167600 1167360 1166460 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
547,300,2.49E+25,19530000,17560000,145,5,150,4.52E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167420 1166580 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
548,300,2.49E+25,19530000,17560000,145,5,150,4.84E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167360 1166520 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
550,300,2.49E+25,19530000,17560000,145,8,240,4.52E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167600 1167720 1167540 1166940 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
552,300,2.49E+25,19530000,17560000,145,8,240,5.16E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167720 1167540 1166820 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
551,300,2.49E+25,19530000,17560000,145,8,240,4.84E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167780 1167480 1166880 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
553,300,2.49E+25,19530000,17560000,145,8,244,4.52E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167600 1167720 1167540 1166940 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
555,300,2.49E+25,19530000,17560000,145,8,244,5.16E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167720 1167540 1166820 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
554,300,2.49E+25,19530000,17560000,145,8,244,4.84E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167780 1167480 1166880 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
558,300,2.49E+25,19530000,17560000,145,8,150,5.16E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167720 1167540 1166820 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
559,300,2.49E+25,19530000,17560000,145,145,240,4.52E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169820 1169640 1169940 1167660 1167900 1167900 1001640],"""orbits-ok""","""years-ok"""
556,300,2.49E+25,19530000,17560000,145,8,150,4.52E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167600 1167720 1167540 1166940 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
557,300,2.49E+25,19530000,17560000,145,8,150,4.84E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167780 1167480 1166880 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
560,300,2.49E+25,19530000,17560000,145,145,240,4.84E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169940 1169700 1170180 1167600 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
561,300,2.49E+25,19530000,17560000,145,145,240,5.16E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1170120 1169820 1170300 1167660 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
563,300,2.49E+25,19530000,17560000,145,145,244,4.84E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169940 1169700 1170180 1167600 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
562,300,2.49E+25,19530000,17560000,145,145,244,4.52E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169820 1169640 1169940 1167660 1167900 1167900 1001640],"""orbits-ok""","""years-ok"""
564,300,2.49E+25,19530000,17560000,145,145,244,5.16E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1170120 1169820 1170300 1167660 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
565,300,2.49E+25,19530000,17560000,145,145,150,4.52E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169820 1169640 1169940 1167660 1167900 1167900 1001640],"""orbits-ok""","""years-ok"""
566,300,2.49E+25,19530000,17560000,145,145,150,4.84E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169940 1169700 1170180 1167600 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
567,300,2.49E+25,19530000,17560000,145,145,150,5.16E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1170120 1169820 1170300 1167660 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
569,300,2.49E+25,19530000,17270000,300,5,240,4.84E+25,127007,[1483620 1484040 1483860 1483920 1484100 200880],[1229460 1228800 1229100 1229160 1228860 1229100 95700],"""orbits-ok""","""Kepler-36 c"""
568,300,2.49E+25,19530000,17270000,300,5,240,4.52E+25,127008,[1483680 1484040 1483860 1483920 1484100 200880],[1229580 1228980 1229220 1229280 1228980 1229280 95700],"""orbits-ok""","""Kepler-36 c"""
570,300,2.49E+25,19530000,17270000,300,5,240,5.16E+25,127007,[1483620 1484040 1483860 1483920 1484100 200880],[1229400 1228680 1228920 1229040 1228680 1228980 95700],"""orbits-ok""","""Kepler-36 c"""
571,300,2.49E+25,19530000,17270000,300,5,244,4.52E+25,127008,[1483680 1484040 1483860 1483920 1484100 200880],[1229580 1228980 1229220 1229280 1228980 1229280 95700],"""orbits-ok""","""Kepler-36 c"""
572,300,2.49E+25,19530000,17270000,300,5,244,4.84E+25,127007,[1483620 1484040 1483860 1483920 1484100 200880],[1229460 1228800 1229100 1229160 1228860 1229100 95700],"""orbits-ok""","""Kepler-36 c"""
576,300,2.49E+25,19530000,17270000,300,5,150,5.16E+25,127007,[1483620 1484040 1483860 1483920 1484100 200880],[1229400 1228680 1228920 1229040 1228680 1228980 95700],"""orbits-ok""","""Kepler-36 c"""
573,300,2.49E+25,19530000,17270000,300,5,244,5.16E+25,127007,[1483620 1484040 1483860 1483920 1484100 200880],[1229400 1228680 1228920 1229040 1228680 1228980 95700],"""orbits-ok""","""Kepler-36 c"""
574,300,2.49E+25,19530000,17270000,300,5,150,4.52E+25,127008,[1483680 1484040 1483860 1483920 1484100 200880],[1229580 1228980 1229220 1229280 1228980 1229280 95700],"""orbits-ok""","""Kepler-36 c"""
575,300,2.49E+25,19530000,17270000,300,5,150,4.84E+25,127007,[1483620 1484040 1483860 1483920 1484100 200880],[1229460 1228800 1229100 1229160 1228860 1229100 95700],"""orbits-ok""","""Kepler-36 c"""
577,300,2.49E+25,19530000,17270000,300,8,240,4.52E+25,127451,[1487100 1487580 1487400 1487520 1487580 209880],[1230000 1229340 1229640 1229640 1229400 1229760 95700],"""orbits-ok""","""Kepler-36 c"""
578,300,2.49E+25,19530000,17270000,300,8,240,4.84E+25,127451,[1487100 1487580 1487400 1487520 1487580 209880],[1229880 1229220 1229520 1229580 1229280 1229640 95700],"""orbits-ok""","""Kepler-36 c"""
579,300,2.49E+25,19530000,17270000,300,8,240,5.16E+25,127451,[1487100 1487580 1487400 1487520 1487580 209880],[1229880 1229100 1229400 1229460 1229100 1229580 95700],"""orbits-ok""","""Kepler-36 c"""
580,300,2.49E+25,19530000,17270000,300,8,244,4.52E+25,127451,[1487100 1487580 1487400 1487520 1487580 209880],[1230000 1229340 1229640 1229640 1229400 1229760 95700],"""orbits-ok""","""Kepler-36 c"""
581,300,2.49E+25,19530000,17270000,300,8,244,4.84E+25,127451,[1487100 1487580 1487400 1487520 1487580 209880],[1229880 1229220 1229520 1229580 1229280 1229640 95700],"""orbits-ok""","""Kepler-36 c"""
582,300,2.49E+25,19530000,17270000,300,8,244,5.16E+25,127451,[1487100 1487580 1487400 1487520 1487580 209880],[1229880 1229100 1229400 1229460 1229100 1229580 95700],"""orbits-ok""","""Kepler-36 c"""
587,300,2.49E+25,19530000,17270000,300,145,240,4.84E+25,133214,[1441500 1441740 1441740 1449240 1452420 766200],[1247100 1246800 1246860 1235700 1230780 1230960 95760],"""orbits-ok""","""Kepler-36 b"""
584,300,2.49E+25,19530000,17270000,300,8,150,4.84E+25,127451,[1487100 1487580 1487400 1487520 1487580 209880],[1229880 1229220 1229520 1229580 1229280 1229640 95700],"""orbits-ok""","""Kepler-36 c"""
585,300,2.49E+25,19530000,17270000,300,8,150,5.16E+25,127451,[1487100 1487580 1487400 1487520 1487580 209880],[1229880 1229100 1229400 1229460 1229100 1229580 95700],"""orbits-ok""","""Kepler-36 c"""
583,300,2.49E+25,19530000,17270000,300,8,150,4.52E+25,127451,[1487100 1487580 1487400 1487520 1487580 209880],[1230000 1229340 1229640 1229640 1229400 1229760 95700],"""orbits-ok""","""Kepler-36 c"""
586,300,2.49E+25,19530000,17270000,300,145,240,4.52E+25,133217,[1441560 1441800 1441800 1449240 1452420 766200],[1246020 1245720 1245720 1235460 1230780 1230960 95760],"""orbits-ok""","""Kepler-36 b"""
588,300,2.49E+25,19530000,17270000,300,145,240,5.16E+25,133212,[1441500 1441680 1441740 1449180 1452420 766200],[1248240 1247940 1247940 1236000 1230720 1230960 95760],"""orbits-ok""","""Kepler-36 b"""
590,300,2.49E+25,19530000,17270000,300,145,244,4.84E+25,133214,[1441500 1441740 1441740 1449240 1452420 766200],[1247100 1246800 1246860 1235700 1230780 1230960 95760],"""orbits-ok""","""Kepler-36 b"""
589,300,2.49E+25,19530000,17270000,300,145,244,4.52E+25,133217,[1441560 1441800 1441800 1449240 1452420 766200],[1246020 1245720 1245720 1235460 1230780 1230960 95760],"""orbits-ok""","""Kepler-36 b"""
591,300,2.49E+25,19530000,17270000,300,145,244,5.16E+25,133212,[1441500 1441680 1441740 1449180 1452420 766200],[1248240 1247940 1247940 1236000 1230720 1230960 95760],"""orbits-ok""","""Kepler-36 b"""
593,300,2.49E+25,19530000,17270000,300,145,150,4.84E+25,133214,[1441500 1441740 1441740 1449240 1452420 766200],[1247100 1246800 1246860 1235700 1230780 1230960 95760],"""orbits-ok""","""Kepler-36 b"""
592,300,2.49E+25,19530000,17270000,300,145,150,4.52E+25,133217,[1441560 1441800 1441800 1449240 1452420 766200],[1246020 1245720 1245720 1235460 1230780 1230960 95760],"""orbits-ok""","""Kepler-36 b"""
594,300,2.49E+25,19530000,17270000,300,145,150,5.16E+25,133212,[1441500 1441680 1441740 1449180 1452420 766200],[1248240 1247940 1247940 1236000 1230720 1230960 95760],"""orbits-ok""","""Kepler-36 b"""
595,300,2.49E+25,19530000,17270000,150,5,240,4.52E+25,126918,[1482180 1483260 1483200 1482660 1482960 200820],[1134720 1134840 1134840 1134600 1135260 966660],"""orbits-ok""","""Kepler-36 c"""
596,300,2.49E+25,19530000,17270000,150,5,240,4.84E+25,126918,[1482180 1483260 1483200 1482660 1482960 200820],[1134660 1134840 1134780 1134540 1135260 966660],"""orbits-ok""","""Kepler-36 c"""
597,300,2.49E+25,19530000,17270000,150,5,240,5.16E+25,126918,[1482180 1483260 1483200 1482660 1482960 200820],[1134660 1134780 1134780 1134480 1135260 966660],"""orbits-ok""","""Kepler-36 c"""
598,300,2.49E+25,19530000,17270000,150,5,244,4.52E+25,126918,[1482180 1483260 1483200 1482660 1482960 200820],[1134720 1134840 1134840 1134600 1135260 966660],"""orbits-ok""","""Kepler-36 c"""
599,300,2.49E+25,19530000,17270000,150,5,244,4.84E+25,126918,[1482180 1483260 1483200 1482660 1482960 200820],[1134660 1134840 1134780 1134540 1135260 966660],"""orbits-ok""","""Kepler-36 c"""
604,300,2.49E+25,19530000,17270000,150,8,240,4.52E+25,127379,[1485900 1486980 1487040 1486260 1486740 209820],[1134720 1134900 1134840 1134540 1135200 966720],"""orbits-ok""","""Kepler-36 c"""
601,300,2.49E+25,19530000,17270000,150,5,150,4.52E+25,126918,[1482180 1483260 1483200 1482660 1482960 200820],[1134720 1134840 1134840 1134600 1135260 966660],"""orbits-ok""","""Kepler-36 c"""
602,300,2.49E+25,19530000,17270000,150,5,150,4.84E+25,126918,[1482180 1483260 1483200 1482660 1482960 200820],[1134660 1134840 1134780 1134540 1135260 966660],"""orbits-ok""","""Kepler-36 c"""
600,300,2.49E+25,19530000,17270000,150,5,244,5.16E+25,126918,[1482180 1483260 1483200 1482660 1482960 200820],[1134660 1134780 1134780 1134480 1135260 966660],"""orbits-ok""","""Kepler-36 c"""
603,300,2.49E+25,19530000,17270000,150,5,150,5.16E+25,126918,[1482180 1483260 1483200 1482660 1482960 200820],[1134660 1134780 1134780 1134480 1135260 966660],"""orbits-ok""","""Kepler-36 c"""
605,300,2.49E+25,19530000,17270000,150,8,240,4.84E+25,127379,[1485900 1487040 1486980 1486260 1486740 209820],[1134660 1134840 1134840 1134540 1135200 966660],"""orbits-ok""","""Kepler-36 c"""
606,300,2.49E+25,19530000,17270000,150,8,240,5.16E+25,127379,[1485900 1487040 1486980 1486260 1486740 209820],[1134660 1134840 1134780 1134480 1135200 966660],"""orbits-ok""","""Kepler-36 c"""
607,300,2.49E+25,19530000,17270000,150,8,244,4.52E+25,127379,[1485900 1486980 1487040 1486260 1486740 209820],[1134720 1134900 1134840 1134540 1135200 966720],"""orbits-ok""","""Kepler-36 c"""
608,300,2.49E+25,19530000,17270000,150,8,244,4.84E+25,127379,[1485900 1487040 1486980 1486260 1486740 209820],[1134660 1134840 1134840 1134540 1135200 966660],"""orbits-ok""","""Kepler-36 c"""
609,300,2.49E+25,19530000,17270000,150,8,244,5.16E+25,127379,[1485900 1487040 1486980 1486260 1486740 209820],[1134660 1134840 1134780 1134480 1135200 966660],"""orbits-ok""","""Kepler-36 c"""
610,300,2.49E+25,19530000,17270000,150,8,150,4.52E+25,127379,[1485900 1486980 1487040 1486260 1486740 209820],[1134720 1134900 1134840 1134540 1135200 966720],"""orbits-ok""","""Kepler-36 c"""
611,300,2.49E+25,19530000,17270000,150,8,150,4.84E+25,127379,[1485900 1487040 1486980 1486260 1486740 209820],[1134660 1134840 1134840 1134540 1135200 966660],"""orbits-ok""","""Kepler-36 c"""
612,300,2.49E+25,19530000,17270000,150,8,150,5.16E+25,127379,[1485900 1487040 1486980 1486260 1486740 209820],[1134660 1134840 1134780 1134480 1135200 966660],"""orbits-ok""","""Kepler-36 c"""
613,300,2.49E+25,19530000,17270000,150,145,240,4.52E+25,133808,[1453020 1453140 1452120 1452060 1452000 766140],[1134180 1134120 1134060 1135200 1135320 1135500 966780],"""orbits-ok""","""Kepler-36 b"""
614,300,2.49E+25,19530000,17270000,150,145,240,4.84E+25,133808,[1453020 1453140 1452120 1452060 1452000 766140],[1134120 1134060 1133940 1135140 1135380 1135500 966780],"""orbits-ok""","""Kepler-36 b"""
615,300,2.49E+25,19530000,17270000,150,145,240,5.16E+25,133808,[1453020 1453140 1452120 1452060 1452000 766140],[1134060 1134000 1133820 1135200 1135380 1135500 966780],"""orbits-ok""","""Kepler-36 b"""
616,300,2.49E+25,19530000,17270000,150,145,244,4.52E+25,133808,[1453020 1453140 1452120 1452060 1452000 766140],[1134180 1134120 1134060 1135200 1135320 1135500 966780],"""orbits-ok""","""Kepler-36 b"""
617,300,2.49E+25,19530000,17270000,150,145,244,4.84E+25,133808,[1453020 1453140 1452120 1452060 1452000 766140],[1134120 1134060 1133940 1135140 1135380 1135500 966780],"""orbits-ok""","""Kepler-36 b"""
618,300,2.49E+25,19530000,17270000,150,145,244,5.16E+25,133808,[1453020 1453140 1452120 1452060 1452000 766140],[1134060 1134000 1133820 1135200 1135380 1135500 966780],"""orbits-ok""","""Kepler-36 b"""
619,300,2.49E+25,19530000,17270000,150,145,150,4.52E+25,133808,[1453020 1453140 1452120 1452060 1452000 766140],[1134180 1134120 1134060 1135200 1135320 1135500 966780],"""orbits-ok""","""Kepler-36 b"""
620,300,2.49E+25,19530000,17270000,150,145,150,4.84E+25,133808,[1453020 1453140 1452120 1452060 1452000 766140],[1134120 1134060 1133940 1135140 1135380 1135500 966780],"""orbits-ok""","""Kepler-36 b"""
622,300,2.49E+25,19530000,17270000,145,5,240,4.52E+25,126916,[1482420 1483260 1483260 1482240 1482960 200820],[1137360 1137600 1137480 1137120 1137900 974340],"""orbits-ok""","""Kepler-36 c"""
625,300,2.49E+25,19530000,17270000,145,5,244,4.52E+25,126916,[1482420 1483260 1483260 1482240 1482960 200820],[1137360 1137600 1137480 1137120 1137900 974340],"""orbits-ok""","""Kepler-36 c"""
621,300,2.49E+25,19530000,17270000,150,145,150,5.16E+25,133808,[1453020 1453140 1452120 1452060 1452000 766140],[1134060 1134000 1133820 1135200 1135380 1135500 966780],"""orbits-ok""","""Kepler-36 b"""
623,300,2.49E+25,19530000,17270000,145,5,240,4.84E+25,126915,[1482360 1483260 1483260 1482240 1482960 200820],[1137300 1137540 1137480 1137060 1137900 974340],"""orbits-ok""","""Kepler-36 c"""
624,300,2.49E+25,19530000,17270000,145,5,240,5.16E+25,126915,[1482360 1483260 1483260 1482240 1482960 200820],[1137300 1137480 1137420 1137060 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
626,300,2.49E+25,19530000,17270000,145,5,244,4.84E+25,126915,[1482360 1483260 1483260 1482240 1482960 200820],[1137300 1137540 1137480 1137060 1137900 974340],"""orbits-ok""","""Kepler-36 c"""
627,300,2.49E+25,19530000,17270000,145,5,244,5.16E+25,126915,[1482360 1483260 1483260 1482240 1482960 200820],[1137300 1137480 1137420 1137060 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
628,300,2.49E+25,19530000,17270000,145,5,150,4.52E+25,126916,[1482420 1483260 1483260 1482240 1482960 200820],[1137360 1137600 1137480 1137120 1137900 974340],"""orbits-ok""","""Kepler-36 c"""
630,300,2.49E+25,19530000,17270000,145,5,150,5.16E+25,126915,[1482360 1483260 1483260 1482240 1482960 200820],[1137300 1137480 1137420 1137060 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
629,300,2.49E+25,19530000,17270000,145,5,150,4.84E+25,126915,[1482360 1483260 1483260 1482240 1482960 200820],[1137300 1137540 1137480 1137060 1137900 974340],"""orbits-ok""","""Kepler-36 c"""
634,300,2.49E+25,19530000,17270000,145,8,244,4.52E+25,127374,[1486080 1486980 1486980 1485840 1486740 209820],[1137420 1137600 1137600 1137120 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
632,300,2.49E+25,19530000,17270000,145,8,240,4.84E+25,127374,[1486080 1486980 1486980 1485840 1486740 209820],[1137360 1137600 1137540 1137060 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
631,300,2.49E+25,19530000,17270000,145,8,240,4.52E+25,127374,[1486080 1486980 1486980 1485840 1486740 209820],[1137420 1137600 1137600 1137120 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
633,300,2.49E+25,19530000,17270000,145,8,240,5.16E+25,127374,[1486080 1486980 1486980 1485840 1486740 209820],[1137360 1137600 1137480 1137000 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
635,300,2.49E+25,19530000,17270000,145,8,244,4.84E+25,127374,[1486080 1486980 1486980 1485840 1486740 209820],[1137360 1137600 1137540 1137060 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
636,300,2.49E+25,19530000,17270000,145,8,244,5.16E+25,127374,[1486080 1486980 1486980 1485840 1486740 209820],[1137360 1137600 1137480 1137000 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
637,300,2.49E+25,19530000,17270000,145,8,150,4.52E+25,127374,[1486080 1486980 1486980 1485840 1486740 209820],[1137420 1137600 1137600 1137120 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
639,300,2.49E+25,19530000,17270000,145,8,150,5.16E+25,127374,[1486080 1486980 1486980 1485840 1486740 209820],[1137360 1137600 1137480 1137000 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
638,300,2.49E+25,19530000,17270000,145,8,150,4.84E+25,127374,[1486080 1486980 1486980 1485840 1486740 209820],[1137360 1137600 1137540 1137060 1137840 974340],"""orbits-ok""","""Kepler-36 c"""
641,300,2.49E+25,19530000,17270000,145,145,240,4.84E+25,133841,[1454040 1454160 1452060 1452060 1452000 766140],[1135560 1135380 1135380 1137720 1138080 1138200 974400],"""orbits-ok""","""Kepler-36 b"""
642,300,2.49E+25,19530000,17270000,145,145,240,5.16E+25,133841,[1454040 1454160 1452060 1452060 1452000 766140],[1135320 1135260 1135140 1137720 1138080 1138260 974400],"""orbits-ok""","""Kepler-36 b"""
640,300,2.49E+25,19530000,17270000,145,145,240,4.52E+25,133841,[1454040 1454160 1452060 1452060 1452000 766140],[1135680 1135560 1135560 1137720 1138080 1138200 974400],"""orbits-ok""","""Kepler-36 b"""
643,300,2.49E+25,19530000,17270000,145,145,244,4.52E+25,133841,[1454040 1454160 1452060 1452060 1452000 766140],[1135680 1135560 1135560 1137720 1138080 1138200 974400],"""orbits-ok""","""Kepler-36 b"""
644,300,2.49E+25,19530000,17270000,145,145,244,4.84E+25,133841,[1454040 1454160 1452060 1452060 1452000 766140],[1135560 1135380 1135380 1137720 1138080 1138200 974400],"""orbits-ok""","""Kepler-36 b"""
645,300,2.49E+25,19530000,17270000,145,145,244,5.16E+25,133841,[1454040 1454160 1452060 1452060 1452000 766140],[1135320 1135260 1135140 1137720 1138080 1138260 974400],"""orbits-ok""","""Kepler-36 b"""
647,300,2.49E+25,19530000,17270000,145,145,150,4.84E+25,133841,[1454040 1454160 1452060 1452060 1452000 766140],[1135560 1135380 1135380 1137720 1138080 1138200 974400],"""orbits-ok""","""Kepler-36 b"""
646,300,2.49E+25,19530000,17270000,145,145,150,4.52E+25,133841,[1454040 1454160 1452060 1452060 1452000 766140],[1135680 1135560 1135560 1137720 1138080 1138200 974400],"""orbits-ok""","""Kepler-36 b"""
648,300,2.49E+25,19530000,17270000,145,145,150,5.16E+25,133841,[1454040 1454160 1452060 1452060 1452000 766140],[1135320 1135260 1135140 1137720 1138080 1138260 974400],"""orbits-ok""","""Kepler-36 b"""
650,300,2.49E+25,19530000,17560000,300,5,240,4.84E+25,127047,[1484520 1484280 1484220 1484460 1484460 200880],[1258800 1258980 1258920 1258560 1259100 96780],"""orbits-ok""","""Kepler-36 c"""
649,300,2.49E+25,19530000,17560000,300,5,240,4.52E+25,127047,[1484520 1484280 1484280 1484400 1484460 200880],[1258980 1259220 1259040 1258800 1259280 96780],"""orbits-ok""","""Kepler-36 c"""
651,300,2.49E+25,19530000,17560000,300,5,240,5.16E+25,127047,[1484520 1484280 1484220 1484460 1484460 200880],[1258560 1258860 1258680 1258380 1258920 96780],"""orbits-ok""","""Kepler-36 c"""
652,300,2.49E+25,19530000,17560000,300,5,244,4.52E+25,127047,[1484520 1484280 1484280 1484400 1484460 200880],[1258980 1259220 1259040 1258800 1259280 96780],"""orbits-ok""","""Kepler-36 c"""
654,300,2.49E+25,19530000,17560000,300,5,244,5.16E+25,127047,[1484520 1484280 1484220 1484460 1484460 200880],[1258560 1258860 1258680 1258380 1258920 96780],"""orbits-ok""","""Kepler-36 c"""
653,300,2.49E+25,19530000,17560000,300,5,244,4.84E+25,127047,[1484520 1484280 1484220 1484460 1484460 200880],[1258800 1258980 1258920 1258560 1259100 96780],"""orbits-ok""","""Kepler-36 c"""
655,300,2.49E+25,19530000,17560000,300,5,150,4.52E+25,127047,[1484520 1484280 1484280 1484400 1484460 200880],[1258980 1259220 1259040 1258800 1259280 96780],"""orbits-ok""","""Kepler-36 c"""
