BehaviorSpace results (NetLogo 3D 5.0.4),,,,,,,,,,,,,
/home/ouit-modelling4all/kkahn/models/k-62-updating-experiments.nlogo3d,,,,,,,,,,,,,
The Kepler-62 Experiments Mass ,,,,,,,,,,,,,
09/07/2013 16:39:12:541 +0100,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,
-50,50,-50,50,,,,,,,,,,
The masses of the planets are given in masses of earth,,,,,,,,,,,,,
[run number],d-mass,c-mass,f-mass,b-mass,e-mass,[step],[my-orbits-length] of the-kepler-62-b,[my-orbits-length] of the-kepler-62-c,[my-orbits-length] of the-kepler-62-d,[my-orbits-length] of the-kepler-62-e,[my-orbits-length] of the-kepler-62-f,orbits-ok,years-ok
233,6,0.5,3.5,2,5.7,256887,[494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075500 1075500 1075500 1075680 1075680 1075680 1075860 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075860],[1578600 1578600 1579140 1578960 1578780 1578600 1578780 1578960 1578960 1578780 1578600 1578780 1578960 1578960 1578780 1578600 1578600 1579140 1578780 1578960 1578600 1578780 1578780 1579140 1578780 1578600 1578780 1578780 1579320],[10591560 10610640 10606320 10604700],[23118840 23120820],"""orbits-ok""","""years-ok"""
234,6,0.5,3.5,2,6.4,256899,[494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075500 1075500 1075500 1075680 1075680 1075680 1075860 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075860],[1578600 1578780 1578960 1578960 1578780 1578600 1578780 1578960 1578960 1578780 1578600 1578780 1578960 1578960 1578780 1578600 1578600 1579140 1578780 1578960 1578600 1578780 1578780 1579140 1578780 1578600 1578780 1578780 1579320],[10591740 10610460 10606320 10604700],[23119920 23121900],"""orbits-ok""","""years-ok"""
236,6,0.5,3.5,5,5.7,256864,[493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075500 1075500 1075500 1075680 1075680 1075680 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075500 1075860],[1578420 1578600 1579320 1578780 1578780 1578240 1578780 1578960 1579140 1578600 1578420 1578600 1578960 1579140 1578600 1578420 1578420 1579140 1578960 1578960 1578060 1578780 1578780 1579320 1578600 1578420 1578600 1578780 1579500],[10580040 10617480 10595880 10608480],[23116860 23118660],"""orbits-ok""","""years-ok"""
235,6,0.5,3.5,5,5,256853,[493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075500 1075500 1075500 1075680 1075680 1075680 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075500 1075860],[1578420 1578600 1579320 1578780 1578780 1578240 1578780 1578960 1579140 1578600 1578420 1578600 1578960 1579140 1578600 1578420 1578420 1579140 1578960 1578960 1578060 1578780 1578780 1579320 1578600 1578420 1578600 1578780 1579500],[10580220 10617300 10596060 10608480],[23116140 23117400],"""orbits-ok""","""years-ok"""
237,6,0.5,3.5,5,6.4,256876,[493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075500 1075500 1075500 1075680 1075680 1075680 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075500 1075860],[1578420 1578600 1579320 1578780 1578780 1578240 1578780 1578960 1579140 1578600 1578420 1578600 1578960 1579140 1578600 1578420 1578420 1579140 1578960 1578960 1578060 1578780 1578780 1579320 1578600 1578420 1578600 1578780 1579500],[10580220 10617300 10596060 10608300],[23117940 23119740],"""orbits-ok""","""years-ok"""
238,6,0.5,3.5,9,5,256823,[494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075680 1075860 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075680 1075320 1075500 1075500 1075500 1075680 1075680 1075680 1075680 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075500 1075680 1075500 1075680 1075680 1075320 1075680 1075320 1075860],[1578060 1578240 1579500 1579140 1578600 1577700 1578600 1579140 1579500 1578240 1578060 1578420 1579140 1579320 1578420 1578060 1578060 1579320 1579140 1578780 1577880 1578240 1578960 1579500 1578780 1577880 1578240 1578960 1579680],[10567260 10625400 10583820 10612080],[23113620 23114520],"""orbits-ok""","""years-ok"""
239,6,0.5,3.5,9,5.7,256834,[494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075680 1075860 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075680 1075320 1075500 1075500 1075500 1075680 1075680 1075680 1075680 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075500 1075680 1075500 1075680 1075680 1075320 1075680 1075320 1075860],[1578060 1578240 1579500 1579140 1578600 1577700 1578600 1579140 1579500 1578240 1578060 1578420 1579140 1579320 1578420 1578060 1578060 1579320 1579140 1578780 1577880 1578240 1578960 1579500 1578780 1577880 1578240 1578960 1579680],[10567080 10625400 10583820 10612080],[23114520 23115600],"""orbits-ok""","""years-ok"""
240,6,0.5,3.5,9,6.4,256845,[494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075680 1075860 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075680 1075320 1075500 1075500 1075500 1075680 1075680 1075680 1075680 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075500 1075680 1075500 1075680 1075680 1075320 1075680 1075320 1075860],[1578060 1578420 1579320 1579140 1578600 1577700 1578600 1579140 1579500 1578240 1578060 1578420 1579140 1579320 1578420 1578060 1578060 1579320 1579140 1578780 1577880 1578240 1578960 1579500 1578780 1577880 1578240 1578960 1579680],[10567080 10625400 10583820 10612080],[23115420 23116680],"""orbits-ok""","""years-ok"""
242,6,0.5,4,1,5.7,256895,[493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075860 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075320 1075500 1075500 1075680 1075680 1075680 1075680 1075860 1075680 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075860],[1578780 1578780 1578960 1578780 1578960 1578600 1578960 1578780 1578960 1578780 1578960 1578780 1578960 1578780 1578780 1578780 1578600 1579140 1578780 1578960 1578600 1578960 1578780 1578960 1578780 1578780 1578780 1578960 1579140],[10595700 10609020 10612260 10603440],[23119560 23121540],"""orbits-ok""","""years-ok"""
244,6,0.5,4,2,5,256876,[494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075500 1075500 1075500 1075680 1075680 1075680 1075860 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075860],[1578780 1578600 1579140 1578780 1578960 1578600 1578780 1578960 1578960 1578780 1578600 1578780 1578960 1578960 1578780 1578600 1578600 1579140 1578780 1578960 1578420 1578960 1578780 1579140 1578780 1578600 1578780 1578780 1579320],[10591740 10611180 10608660 10604880],[23117940 23119740],"""orbits-ok""","""years-ok"""
241,6,0.5,4,1,5,256883,[493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075860 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075320 1075500 1075500 1075680 1075680 1075680 1075680 1075860 1075680 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075860],[1578780 1578780 1578960 1578780 1578960 1578600 1578960 1578780 1578960 1578780 1578780 1578960 1578780 1578960 1578780 1578780 1578600 1579140 1578780 1578960 1578600 1578960 1578780 1578960 1578780 1578780 1578780 1578960 1579140],[10595880 10608840 10612440 10603440],[23118480 23120460],"""orbits-ok""","""years-ok"""
245,6,0.5,4,2,5.7,256887,[494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075500 1075500 1075500 1075680 1075680 1075680 1075860 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075860],[1578780 1578600 1579140 1578780 1578960 1578600 1578780 1578960 1578960 1578780 1578600 1578780 1578960 1578960 1578780 1578600 1578600 1579140 1578780 1578960 1578600 1578780 1578780 1579140 1578780 1578600 1578780 1578780 1579320],[10591560 10611180 10608660 10604880],[23118840 23120820],"""orbits-ok""","""years-ok"""
243,6,0.5,4,1,6.4,256906,[493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075860 1075680 1075860 1075680 1075680 1075860 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075320 1075500 1075500 1075680 1075680 1075680 1075680 1075860 1075680 1075680 1075860 1075680 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075860],[1578780 1578780 1578960 1578780 1578960 1578600 1578960 1578780 1578960 1578780 1578960 1578780 1578960 1578780 1578780 1578780 1578600 1579140 1578780 1578960 1578600 1578960 1578780 1578960 1578780 1578780 1578780 1578960 1579140],[10595880 10608840 10612260 10603440],[23120460 23122620],"""orbits-ok""","""years-ok"""
