BehaviorSpace results (NetLogo 3D 5.0.4),,,,,,,,,,,,,
/home/ouit-modelling4all/kkahn/models/Kepler-36-experiment.nlogo3d,,,,,,,,,,,,,
BIG,,,,,,,,,,,,,
09/03/2013 11:26:05:497 +0100,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,
-50,50,-50,50,,,,,,,,,,
[run number],the-kepler-36-c-mean-anomaly,the-kepler-36-b-mass,the-kepler-36-c-semi-major-axis,the-kepler-36-b-semi-major-axis,the-kepler-36-b-mean-anomaly,the-kepler-36-c-logitude,the-kepler-36-b-logitude,the-kepler-36-c-mass,[step],[my-orbits-length] of the-kepler-36-c,[my-orbits-length] of the-kepler-36-b,orbits-ok,years-ok
673,300,2.49E+25,19530000,17560000,300,145,150,4.52E+25,133805,[1452600 1452780 1451940 1452300 1452480 766200],[1261080 1260840 1261800 1261680 1261200 1261560 96780],"""orbits-ok""","""Kepler-36 b"""
671,300,2.49E+25,19530000,17560000,300,145,244,4.84E+25,133805,[1452600 1452780 1451940 1452360 1452420 766200],[1261080 1260720 1261800 1261680 1261260 1261500 96780],"""orbits-ok""","""Kepler-36 b"""
672,300,2.49E+25,19530000,17560000,300,145,244,5.16E+25,133805,[1452600 1452780 1451940 1452360 1452420 766200],[1260960 1260720 1261800 1261680 1261200 1261500 96780],"""orbits-ok""","""Kepler-36 b"""
674,300,2.49E+25,19530000,17560000,300,145,150,4.84E+25,133805,[1452600 1452780 1451940 1452360 1452420 766200],[1261080 1260720 1261800 1261680 1261260 1261500 96780],"""orbits-ok""","""Kepler-36 b"""
675,300,2.49E+25,19530000,17560000,300,145,150,5.16E+25,133805,[1452600 1452780 1451940 1452360 1452420 766200],[1260960 1260720 1261800 1261680 1261200 1261500 96780],"""orbits-ok""","""Kepler-36 b"""
677,300,2.49E+25,19530000,17560000,150,5,240,4.84E+25,126923,[1483440 1483260 1483440 1481460 1482960 200820],[1164240 1164480 1164240 1163280 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
676,300,2.49E+25,19530000,17560000,150,5,240,4.52E+25,126923,[1483440 1483260 1483440 1481460 1482960 200820],[1164300 1164540 1164300 1163400 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
679,300,2.49E+25,19530000,17560000,150,5,244,4.52E+25,126923,[1483440 1483260 1483440 1481460 1482960 200820],[1164300 1164540 1164300 1163400 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
678,300,2.49E+25,19530000,17560000,150,5,240,5.16E+25,126923,[1483440 1483260 1483440 1481460 1482960 200820],[1164240 1164420 1164240 1163160 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
680,300,2.49E+25,19530000,17560000,150,5,244,4.84E+25,126923,[1483440 1483260 1483440 1481460 1482960 200820],[1164240 1164480 1164240 1163280 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
681,300,2.49E+25,19530000,17560000,150,5,244,5.16E+25,126923,[1483440 1483260 1483440 1481460 1482960 200820],[1164240 1164420 1164240 1163160 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
682,300,2.49E+25,19530000,17560000,150,5,150,4.52E+25,126923,[1483440 1483260 1483440 1481460 1482960 200820],[1164300 1164540 1164300 1163400 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
685,300,2.49E+25,19530000,17560000,150,8,240,4.52E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164480 1164660 1164480 1163520 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
686,300,2.49E+25,19530000,17560000,150,8,240,4.84E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164420 1164660 1164420 1163460 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
683,300,2.49E+25,19530000,17560000,150,5,150,4.84E+25,126923,[1483440 1483260 1483440 1481460 1482960 200820],[1164240 1164480 1164240 1163280 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
684,300,2.49E+25,19530000,17560000,150,5,150,5.16E+25,126923,[1483440 1483260 1483440 1481460 1482960 200820],[1164240 1164420 1164240 1163160 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
687,300,2.49E+25,19530000,17560000,150,8,240,5.16E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164360 1164600 1164480 1163280 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
689,300,2.49E+25,19530000,17560000,150,8,244,4.84E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164420 1164660 1164420 1163460 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
688,300,2.49E+25,19530000,17560000,150,8,244,4.52E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164480 1164660 1164480 1163520 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
690,300,2.49E+25,19530000,17560000,150,8,244,5.16E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164360 1164600 1164480 1163280 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
694,300,2.49E+25,19530000,17560000,150,145,240,4.52E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169580 1169340 1169100 1164900 1165140 1165200 993840],"""orbits-ok""","""years-ok"""
691,300,2.49E+25,19530000,17560000,150,8,150,4.52E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164480 1164660 1164480 1163520 1164840 993720],"""orbits-ok""","""Kepler-36 c"""
692,300,2.49E+25,19530000,17560000,150,8,150,4.84E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164420 1164660 1164420 1163460 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
693,300,2.49E+25,19530000,17560000,150,8,150,5.16E+25,127378,[1487040 1486920 1487040 1485120 1486740 209820],[1164360 1164600 1164480 1163280 1164780 993720],"""orbits-ok""","""Kepler-36 c"""
695,300,2.49E+25,19530000,17560000,150,145,240,4.84E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169880 1169700 1169400 1164840 1165200 1165200 993840],"""orbits-ok""","""years-ok"""
696,300,2.49E+25,19530000,17560000,150,145,240,5.16E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1170240 1169940 1169700 1164900 1165140 1165260 993840],"""orbits-ok""","""years-ok"""
698,300,2.49E+25,19530000,17560000,150,145,244,4.84E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169880 1169700 1169400 1164840 1165200 1165200 993840],"""orbits-ok""","""years-ok"""
697,300,2.49E+25,19530000,17560000,150,145,244,4.52E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169580 1169340 1169100 1164900 1165140 1165200 993840],"""orbits-ok""","""years-ok"""
699,300,2.49E+25,19530000,17560000,150,145,244,5.16E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1170240 1169940 1169700 1164900 1165140 1165260 993840],"""orbits-ok""","""years-ok"""
701,300,2.49E+25,19530000,17560000,150,145,150,4.84E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169880 1169700 1169400 1164840 1165200 1165200 993840],"""orbits-ok""","""years-ok"""
700,300,2.49E+25,19530000,17560000,150,145,150,4.52E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1169580 1169340 1169100 1164900 1165140 1165200 993840],"""orbits-ok""","""years-ok"""
702,300,2.49E+25,19530000,17560000,150,145,150,5.16E+25,133640,[1448520 1448700 1451040 1452060 1451940 766140],[1170240 1169940 1169700 1164900 1165140 1165260 993840],"""orbits-ok""","""years-ok"""
704,300,2.49E+25,19530000,17560000,145,5,240,4.84E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167360 1166520 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
703,300,2.49E+25,19530000,17560000,145,5,240,4.52E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167420 1166580 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
706,300,2.49E+25,19530000,17560000,145,5,244,4.52E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167420 1166580 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
705,300,2.49E+25,19530000,17560000,145,5,240,5.16E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167360 1167600 1167360 1166460 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
707,300,2.49E+25,19530000,17560000,145,5,244,4.84E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167360 1166520 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
711,300,2.49E+25,19530000,17560000,145,5,150,5.16E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167360 1167600 1167360 1166460 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
708,300,2.49E+25,19530000,17560000,145,5,244,5.16E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167360 1167600 1167360 1166460 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
709,300,2.49E+25,19530000,17560000,145,5,150,4.52E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167420 1166580 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
712,300,2.49E+25,19530000,17560000,145,8,240,4.52E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167600 1167720 1167540 1166940 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
713,300,2.49E+25,19530000,17560000,145,8,240,4.84E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167780 1167480 1166880 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
710,300,2.49E+25,19530000,17560000,145,5,150,4.84E+25,126908,[1483200 1482960 1483080 1481460 1482960 200820],[1167420 1167600 1167360 1166520 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
714,300,2.49E+25,19530000,17560000,145,8,240,5.16E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167720 1167540 1166820 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
715,300,2.49E+25,19530000,17560000,145,8,244,4.52E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167600 1167720 1167540 1166940 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
717,300,2.49E+25,19530000,17560000,145,8,244,5.16E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167720 1167540 1166820 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
716,300,2.49E+25,19530000,17560000,145,8,244,4.84E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167780 1167480 1166880 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
719,300,2.49E+25,19530000,17560000,145,8,150,4.84E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167780 1167480 1166880 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
720,300,2.49E+25,19530000,17560000,145,8,150,5.16E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167540 1167720 1167540 1166820 1167420 1001580],"""orbits-ok""","""Kepler-36 c"""
718,300,2.49E+25,19530000,17560000,145,8,150,4.52E+25,127366,[1486800 1486620 1486740 1485240 1486740 209820],[1167600 1167720 1167540 1166940 1167480 1001580],"""orbits-ok""","""Kepler-36 c"""
723,300,2.49E+25,19530000,17560000,145,145,240,5.16E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1170120 1169820 1170300 1167660 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
722,300,2.49E+25,19530000,17560000,145,145,240,4.84E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169940 1169700 1170180 1167600 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
721,300,2.49E+25,19530000,17560000,145,145,240,4.52E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169820 1169640 1169940 1167660 1167900 1167900 1001640],"""orbits-ok""","""years-ok"""
724,300,2.49E+25,19530000,17560000,145,145,244,4.52E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169820 1169640 1169940 1167660 1167900 1167900 1001640],"""orbits-ok""","""years-ok"""
725,300,2.49E+25,19530000,17560000,145,145,244,4.84E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169940 1169700 1170180 1167600 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
728,300,2.49E+25,19530000,17560000,145,145,150,4.84E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169940 1169700 1170180 1167600 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
726,300,2.49E+25,19530000,17560000,145,145,244,5.16E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1170120 1169820 1170300 1167660 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
727,300,2.49E+25,19530000,17560000,145,145,150,4.52E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1169820 1169640 1169940 1167660 1167900 1167900 1001640],"""orbits-ok""","""years-ok"""
730,300,2.67E+25,18890000,17560000,300,5,240,4.52E+25,121201,[1415340 1415280 1415520 1415700 1415400 194820],[1256460 1256340 1256040 1255800 1257540 96720],"""orbits-ok""","""Kepler-36 b"""
731,300,2.67E+25,18890000,17560000,300,5,240,4.84E+25,121203,[1415340 1415340 1415520 1415760 1415400 194820],[1256040 1255920 1255560 1255380 1257180 96720],"""orbits-ok""","""Kepler-36 b"""
729,300,2.49E+25,19530000,17560000,145,145,150,5.16E+25,133717,[1450500 1450620 1451760 1452000 1452000 766140],[1170120 1169820 1170300 1167660 1167900 1167960 1001640],"""orbits-ok""","""years-ok"""
732,300,2.67E+25,18890000,17560000,300,5,240,5.16E+25,121206,[1415400 1415340 1415580 1415760 1415460 194820],[1255620 1255500 1255080 1254960 1256820 96720],"""orbits-ok""","""Kepler-36 b"""
737,300,2.67E+25,18890000,17560000,300,5,150,4.84E+25,121203,[1415340 1415340 1415520 1415760 1415400 194820],[1256040 1255920 1255560 1255380 1257180 96720],"""orbits-ok""","""Kepler-36 b"""
738,300,2.67E+25,18890000,17560000,300,5,150,5.16E+25,121206,[1415400 1415340 1415580 1415760 1415460 194820],[1255620 1255500 1255080 1254960 1256820 96720],"""orbits-ok""","""Kepler-36 b"""
734,300,2.67E+25,18890000,17560000,300,5,244,4.84E+25,121203,[1415340 1415340 1415520 1415760 1415400 194820],[1256040 1255920 1255560 1255380 1257180 96720],"""orbits-ok""","""Kepler-36 b"""
733,300,2.67E+25,18890000,17560000,300,5,244,4.52E+25,121201,[1415340 1415280 1415520 1415700 1415400 194820],[1256460 1256340 1256040 1255800 1257540 96720],"""orbits-ok""","""Kepler-36 b"""
735,300,2.67E+25,18890000,17560000,300,5,244,5.16E+25,121206,[1415400 1415340 1415580 1415760 1415460 194820],[1255620 1255500 1255080 1254960 1256820 96720],"""orbits-ok""","""Kepler-36 b"""
736,300,2.67E+25,18890000,17560000,300,5,150,4.52E+25,121201,[1415340 1415280 1415520 1415700 1415400 194820],[1256460 1256340 1256040 1255800 1257540 96720],"""orbits-ok""","""Kepler-36 b"""
740,300,2.67E+25,18890000,17560000,300,8,240,4.84E+25,121632,[1418820 1418700 1419000 1419120 1419060 203220],[1256640 1256520 1256220 1255980 1258380 96780],"""orbits-ok""","""Kepler-36 b"""
739,300,2.67E+25,18890000,17560000,300,8,240,4.52E+25,121627,[1418700 1418700 1418880 1419120 1419000 203220],[1257060 1256940 1256640 1256460 1258620 96780],"""orbits-ok""","""Kepler-36 b"""
741,300,2.67E+25,18890000,17560000,300,8,240,5.16E+25,121636,[1418820 1418820 1419000 1419180 1419120 203220],[1256280 1256100 1255740 1255560 1258080 96780],"""orbits-ok""","""Kepler-36 b"""
743,300,2.67E+25,18890000,17560000,300,8,244,4.84E+25,121632,[1418820 1418700 1419000 1419120 1419060 203220],[1256640 1256520 1256220 1255980 1258380 96780],"""orbits-ok""","""Kepler-36 b"""
742,300,2.67E+25,18890000,17560000,300,8,244,4.52E+25,121627,[1418700 1418700 1418880 1419120 1419000 203220],[1257060 1256940 1256640 1256460 1258620 96780],"""orbits-ok""","""Kepler-36 b"""
747,300,2.67E+25,18890000,17560000,300,8,150,5.16E+25,121636,[1418820 1418820 1419000 1419180 1419120 203220],[1256280 1256100 1255740 1255560 1258080 96780],"""orbits-ok""","""Kepler-36 b"""
744,300,2.67E+25,18890000,17560000,300,8,244,5.16E+25,121636,[1418820 1418820 1419000 1419180 1419120 203220],[1256280 1256100 1255740 1255560 1258080 96780],"""orbits-ok""","""Kepler-36 b"""
745,300,2.67E+25,18890000,17560000,300,8,150,4.52E+25,121627,[1418700 1418700 1418880 1419120 1419000 203220],[1257060 1256940 1256640 1256460 1258620 96780],"""orbits-ok""","""Kepler-36 b"""
746,300,2.67E+25,18890000,17560000,300,8,150,4.84E+25,121632,[1418820 1418700 1419000 1419120 1419060 203220],[1256640 1256520 1256220 1255980 1258380 96780],"""orbits-ok""","""Kepler-36 b"""
748,300,2.67E+25,18890000,17560000,300,145,240,4.52E+25,126236,[1332900 1363440 1382280 1382340 1382100 731100],[1221780 1261320 1260900 1261200 1261560 96780],"""orbits-ok""","""Kepler-36 c"""
749,300,2.67E+25,18890000,17560000,300,145,240,4.84E+25,126283,[1335900 1363260 1382280 1382340 1382100 731100],[1219560 1261260 1260900 1261140 1261560 96780],"""orbits-ok""","""Kepler-36 c"""
750,300,2.67E+25,18890000,17560000,300,145,240,5.16E+25,126299,[1336980 1363140 1382280 1382340 1382100 731100],[1217340 1261260 1260840 1261140 1261500 96780],"""orbits-ok""","""Kepler-36 c"""
751,300,2.67E+25,18890000,17560000,300,145,244,4.52E+25,126236,[1332900 1363440 1382280 1382340 1382100 731100],[1221780 1261320 1260900 1261200 1261560 96780],"""orbits-ok""","""Kepler-36 c"""
752,300,2.67E+25,18890000,17560000,300,145,244,4.84E+25,126283,[1335900 1363260 1382280 1382340 1382100 731100],[1219560 1261260 1260900 1261140 1261560 96780],"""orbits-ok""","""Kepler-36 c"""
753,300,2.67E+25,18890000,17560000,300,145,244,5.16E+25,126299,[1336980 1363140 1382280 1382340 1382100 731100],[1217340 1261260 1260840 1261140 1261500 96780],"""orbits-ok""","""Kepler-36 c"""
754,300,2.67E+25,18890000,17560000,300,145,150,4.52E+25,126236,[1332900 1363440 1382280 1382340 1382100 731100],[1221780 1261320 1260900 1261200 1261560 96780],"""orbits-ok""","""Kepler-36 c"""
755,300,2.67E+25,18890000,17560000,300,145,150,4.84E+25,126283,[1335900 1363260 1382280 1382340 1382100 731100],[1219560 1261260 1260900 1261140 1261560 96780],"""orbits-ok""","""Kepler-36 c"""
756,300,2.67E+25,18890000,17560000,300,145,150,5.16E+25,126299,[1336980 1363140 1382280 1382340 1382100 731100],[1217340 1261260 1260840 1261140 1261500 96780],"""orbits-ok""","""Kepler-36 c"""
757,300,2.67E+25,18890000,17560000,150,5,240,4.52E+25,120884,[1411560 1411620 1411800 1411260 1412220 194580],[1165680 1165500 1165260 1166160 1164720 993720],"""orbits-ok""","""years-ok"""
758,300,2.67E+25,18890000,17560000,150,5,240,4.84E+25,120884,[1411560 1411620 1411800 1411260 1412220 194580],[1165680 1165500 1165320 1166280 1164660 993720],"""orbits-ok""","""years-ok"""
759,300,2.67E+25,18890000,17560000,150,5,240,5.16E+25,120884,[1411560 1411620 1411800 1411260 1412220 194580],[1165740 1165560 1165320 1166340 1164660 993720],"""orbits-ok""","""years-ok"""
760,300,2.67E+25,18890000,17560000,150,5,244,4.52E+25,120884,[1411560 1411620 1411800 1411260 1412220 194580],[1165680 1165500 1165260 1166160 1164720 993720],"""orbits-ok""","""years-ok"""
761,300,2.67E+25,18890000,17560000,150,5,244,4.84E+25,120884,[1411560 1411620 1411800 1411260 1412220 194580],[1165680 1165500 1165320 1166280 1164660 993720],"""orbits-ok""","""years-ok"""
765,300,2.67E+25,18890000,17560000,150,5,150,5.16E+25,120884,[1411560 1411620 1411800 1411260 1412220 194580],[1165740 1165560 1165320 1166340 1164660 993720],"""orbits-ok""","""years-ok"""
762,300,2.67E+25,18890000,17560000,150,5,244,5.16E+25,120884,[1411560 1411620 1411800 1411260 1412220 194580],[1165740 1165560 1165320 1166340 1164660 993720],"""orbits-ok""","""years-ok"""
763,300,2.67E+25,18890000,17560000,150,5,150,4.52E+25,120884,[1411560 1411620 1411800 1411260 1412220 194580],[1165680 1165500 1165260 1166160 1164720 993720],"""orbits-ok""","""years-ok"""
764,300,2.67E+25,18890000,17560000,150,5,150,4.84E+25,120884,[1411560 1411620 1411800 1411260 1412220 194580],[1165680 1165500 1165320 1166280 1164660 993720],"""orbits-ok""","""years-ok"""
769,300,2.67E+25,18890000,17560000,150,8,244,4.52E+25,121341,[1415400 1415460 1415580 1415040 1415880 203100],[1165500 1165320 1165140 1165920 1164720 993720],"""orbits-ok""","""years-ok"""
766,300,2.67E+25,18890000,17560000,150,8,240,4.52E+25,121341,[1415400 1415460 1415580 1415040 1415880 203100],[1165500 1165320 1165140 1165920 1164720 993720],"""orbits-ok""","""years-ok"""
767,300,2.67E+25,18890000,17560000,150,8,240,4.84E+25,121341,[1415400 1415460 1415580 1415040 1415880 203100],[1165500 1165380 1165140 1166040 1164660 993720],"""orbits-ok""","""years-ok"""
768,300,2.67E+25,18890000,17560000,150,8,240,5.16E+25,121341,[1415400 1415460 1415580 1415040 1415880 203100],[1165560 1165380 1165140 1166100 1164660 993720],"""orbits-ok""","""years-ok"""
770,300,2.67E+25,18890000,17560000,150,8,244,4.84E+25,121341,[1415400 1415460 1415580 1415040 1415880 203100],[1165500 1165380 1165140 1166040 1164660 993720],"""orbits-ok""","""years-ok"""
771,300,2.67E+25,18890000,17560000,150,8,244,5.16E+25,121341,[1415400 1415460 1415580 1415040 1415880 203100],[1165560 1165380 1165140 1166100 1164660 993720],"""orbits-ok""","""years-ok"""
772,300,2.67E+25,18890000,17560000,150,8,150,4.52E+25,121341,[1415400 1415460 1415580 1415040 1415880 203100],[1165500 1165320 1165140 1165920 1164720 993720],"""orbits-ok""","""years-ok"""
773,300,2.67E+25,18890000,17560000,150,8,150,4.84E+25,121341,[1415400 1415460 1415580 1415040 1415880 203100],[1165500 1165380 1165140 1166040 1164660 993720],"""orbits-ok""","""years-ok"""
774,300,2.67E+25,18890000,17560000,150,8,150,5.16E+25,121341,[1415400 1415460 1415580 1415040 1415880 203100],[1165560 1165380 1165140 1166100 1164660 993720],"""orbits-ok""","""years-ok"""
776,300,2.67E+25,18890000,17560000,150,145,240,4.84E+25,127262,[1378740 1380960 1381740 1381620 1381620 731040],[1169520 1164840 1165140 1165320 1165260 993840],"""orbits-ok""","""years-ok"""
775,300,2.67E+25,18890000,17560000,150,145,240,4.52E+25,127262,[1378740 1380960 1381740 1381620 1381620 731040],[1169220 1164840 1165140 1165320 1165200 993840],"""orbits-ok""","""years-ok"""
777,300,2.67E+25,18890000,17560000,150,145,240,5.16E+25,127262,[1378740 1380960 1381800 1381560 1381620 731040],[1169820 1164840 1165140 1165380 1165260 993840],"""orbits-ok""","""years-ok"""
778,300,2.67E+25,18890000,17560000,150,145,244,4.52E+25,127262,[1378740 1380960 1381740 1381620 1381620 731040],[1169220 1164840 1165140 1165320 1165200 993840],"""orbits-ok""","""years-ok"""
779,300,2.67E+25,18890000,17560000,150,145,244,4.84E+25,127262,[1378740 1380960 1381740 1381620 1381620 731040],[1169520 1164840 1165140 1165320 1165260 993840],"""orbits-ok""","""years-ok"""
780,300,2.67E+25,18890000,17560000,150,145,244,5.16E+25,127262,[1378740 1380960 1381800 1381560 1381620 731040],[1169820 1164840 1165140 1165380 1165260 993840],"""orbits-ok""","""years-ok"""
781,300,2.67E+25,18890000,17560000,150,145,150,4.52E+25,127262,[1378740 1380960 1381740 1381620 1381620 731040],[1169220 1164840 1165140 1165320 1165200 993840],"""orbits-ok""","""years-ok"""
782,300,2.67E+25,18890000,17560000,150,145,150,4.84E+25,127262,[1378740 1380960 1381740 1381620 1381620 731040],[1169520 1164840 1165140 1165320 1165260 993840],"""orbits-ok""","""years-ok"""
784,300,2.67E+25,18890000,17560000,145,5,240,4.52E+25,120912,[1411920 1412100 1412100 1411800 1412220 194580],[1167840 1167720 1167480 1168020 1167360 1001580],"""orbits-ok""","""years-ok"""
783,300,2.67E+25,18890000,17560000,150,145,150,5.16E+25,127262,[1378740 1380960 1381800 1381560 1381620 731040],[1169820 1164840 1165140 1165380 1165260 993840],"""orbits-ok""","""years-ok"""
787,300,2.67E+25,18890000,17560000,145,5,244,4.52E+25,120912,[1411920 1412100 1412100 1411800 1412220 194580],[1167840 1167720 1167480 1168020 1167360 1001580],"""orbits-ok""","""years-ok"""
785,300,2.67E+25,18890000,17560000,145,5,240,4.84E+25,120912,[1411920 1412100 1412100 1411800 1412220 194580],[1167900 1167660 1167480 1168020 1167360 1001580],"""orbits-ok""","""years-ok"""
786,300,2.67E+25,18890000,17560000,145,5,240,5.16E+25,120912,[1411920 1412100 1412100 1411800 1412220 194580],[1167900 1167660 1167480 1168020 1167360 1001580],"""orbits-ok""","""years-ok"""
788,300,2.67E+25,18890000,17560000,145,5,244,4.84E+25,120912,[1411920 1412100 1412100 1411800 1412220 194580],[1167900 1167660 1167480 1168020 1167360 1001580],"""orbits-ok""","""years-ok"""
789,300,2.67E+25,18890000,17560000,145,5,244,5.16E+25,120912,[1411920 1412100 1412100 1411800 1412220 194580],[1167900 1167660 1167480 1168020 1167360 1001580],"""orbits-ok""","""years-ok"""
790,300,2.67E+25,18890000,17560000,145,5,150,4.52E+25,120912,[1411920 1412100 1412100 1411800 1412220 194580],[1167840 1167720 1167480 1168020 1167360 1001580],"""orbits-ok""","""years-ok"""
793,300,2.67E+25,18890000,17560000,145,8,240,4.52E+25,121367,[1415700 1415940 1415880 1415520 1415880 203100],[1167720 1167600 1167360 1167840 1167420 1001580],"""orbits-ok""","""years-ok"""
796,300,2.67E+25,18890000,17560000,145,8,244,4.52E+25,121367,[1415700 1415940 1415880 1415520 1415880 203100],[1167720 1167600 1167360 1167840 1167420 1001580],"""orbits-ok""","""years-ok"""
791,300,2.67E+25,18890000,17560000,145,5,150,4.84E+25,120912,[1411920 1412100 1412100 1411800 1412220 194580],[1167900 1167660 1167480 1168020 1167360 1001580],"""orbits-ok""","""years-ok"""
797,300,2.67E+25,18890000,17560000,145,8,244,4.84E+25,121367,[1415700 1415940 1415880 1415520 1415880 203100],[1167720 1167540 1167360 1167900 1167360 1001580],"""orbits-ok""","""years-ok"""
798,300,2.67E+25,18890000,17560000,145,8,244,5.16E+25,121367,[1415700 1415940 1415880 1415520 1415880 203100],[1167720 1167540 1167300 1167900 1167360 1001580],"""orbits-ok""","""years-ok"""
795,300,2.67E+25,18890000,17560000,145,8,240,5.16E+25,121367,[1415700 1415940 1415880 1415520 1415880 203100],[1167720 1167540 1167300 1167900 1167360 1001580],"""orbits-ok""","""years-ok"""
794,300,2.67E+25,18890000,17560000,145,8,240,4.84E+25,121367,[1415700 1415940 1415880 1415520 1415880 203100],[1167720 1167540 1167360 1167900 1167360 1001580],"""orbits-ok""","""years-ok"""
792,300,2.67E+25,18890000,17560000,145,5,150,5.16E+25,120912,[1411920 1412100 1412100 1411800 1412220 194580],[1167900 1167660 1167480 1168020 1167360 1001580],"""orbits-ok""","""years-ok"""
800,300,2.67E+25,18890000,17560000,145,8,150,4.84E+25,121367,[1415700 1415940 1415880 1415520 1415880 203100],[1167720 1167540 1167360 1167900 1167360 1001580],"""orbits-ok""","""years-ok"""
799,300,2.67E+25,18890000,17560000,145,8,150,4.52E+25,121367,[1415700 1415940 1415880 1415520 1415880 203100],[1167720 1167600 1167360 1167840 1167420 1001580],"""orbits-ok""","""years-ok"""
